tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,party,borough,av_sent_party,av_sent_borough,max_sent_borough,min_sent_borough
23431,0.6114,5966,51,0,2761,1525209756765,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
23796,0.6114,15257,1319,1,20836,1525210093187,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
24016,0.6114,1379,26959,0,29925,1525210305515,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
24017,0.6114,1379,26959,0,29925,1525210305485,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
24803,0.6114,852,37,0,46623,1525211101329,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
25247,0.6114,759,11003,0,3624,1525211613543,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
25103,0.4389,1827,15907,0,23672,1525211455330,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
26154,0.6114,680,48045,0,48533,1525212680323,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
26139,0.6114,680,48044,0,48532,1525212667746,Two mass canvasses in Barnet today - Child's Hill and Hay (Mill Hill) Went round with Labour Group Deputy Leader Ross Houston @BarnetLabour has excellent roots in the Jewish and Asian communities (one candidate is a Rabbi) I sense a high turnout and a Labour takeover! #VoteLabour https://t.co/oCDI7NWebj,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
29453,0.3818,18,46,0,14,1525247434485,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
30265,0.3818,714,683,0,14950,1525248023646,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
30914,0.128,714,683,0,14951,1525248491586,…joining a campaign you learn pretty quickly just how inaccurate the spurious notion 'politicians are all the same' is. I'd struggle to find anyone who's worked as hard for this as @anne_clarke  @lisa4ChildsHill and @nigel_young1  #VoteLabour #LocalElections2018 #BrighterBarnet,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
31995,0.3818,362,329,0,792,1525249308062,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
3033,-0.8622,336,3049,0,17647,1525184617422,@JoelofSalmon Affordable housing in Barnet ???????? “They are local elections “ is a very poor attempt to hide facts. Labour seats means more power for Corbyn and his cult anti Semites Barnet is a big Jewish area. What a message to the haters,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
49397,0.906,112,458,0,523,1525263456340,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
43409,0.906,93,242,0,2334,1525259071516,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
45613,0.906,213,2365,0,4003,1525260668049,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
5432,0,177,289,0,572,1525188609966,The people of Barnet are calling out for change  @BarnetLabour will deliver it. https://t.co/qX3sC0ltMQ  #WeRiseTogether #BrighterBarnet #VoteLabour #LE2018 #LocalElection2018 #PaintLondonRed #ForTheMany #LabourDoorstep #GOTV #GetOutTheVote,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
6088,0,105,244,0,9871,1525189551347,The people of Barnet are calling out for change  @BarnetLabour will deliver it. https://t.co/qX3sC0ltMQ  #WeRiseTogether #BrighterBarnet #VoteLabour #LE2018 #LocalElection2018 #PaintLondonRed #ForTheMany #LabourDoorstep #GOTV #GetOutTheVote,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
8317,0,2046,3068,0,3352,1525192519615,The people of Barnet are calling out for change  @BarnetLabour will deliver it. https://t.co/qX3sC0ltMQ  #WeRiseTogether #BrighterBarnet #VoteLabour #LE2018 #LocalElection2018 #PaintLondonRed #ForTheMany #LabourDoorstep #GOTV #GetOutTheVote,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
8921,0.4389,818,157,0,4141,1525193887091,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
9011,0.4389,5962,51,0,2756,1525194027716,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
9949,0.4389,1134,167,0,6513,1525195318083,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
10027,0.4389,2860,16837,0,33092,1525195432669,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
10701,0.4389,1044,2587,0,3444,1525196408167,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
14613,0.8221,96,202,0,235,1525200592936,The totally awesome and very electable @eddieizzard comes to save Barnet #votelabour #LocalElections2018 #Eddie4ChippingBarnetMP https://t.co/gLqS94kBeD,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
14579,0.4389,851,37,0,46548,1525200557558,Now that the election is fast approaching - @BarnetLabour posters have started appearing - these have just gone up in Woodhouse! Use all 3 votes for Labour on Thursday 3 May for a brighter Barnet https://t.co/PCXQl4OzeQ,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
37863,0.906,45,243,0,77,1525254237353,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
38150,0.906,798,1567,0,8304,1525254440578,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
38573,0.906,267,1784,0,1413,1525254791087,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
38953,0.906,353,3612,0,8157,1525255101300,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
39364,0.906,291,3607,0,4311,1525255466112,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
39599,0.906,47,578,0,665,1525255665481,How exciting... even the wonderful Eddie Izzard says vote @RBarnett2018 @BillyHayes_CWU and @BeckyHooperSW19 in Trinity  Wimbledon on 3rd May ?? Many thanks @eddieizzard we appreciate your support! #VoteLabour #LocalElections2018 #LabourDoorStep #TrinityLabour https://t.co/aQx5rAEwOo,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
40488,0.3818,1413,697,0,4450,1525256416095,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
40359,0.3818,5960,53,0,2768,1525256290968,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
40360,0.3818,2040,0,0,200055,1525256291289,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
40474,0.3818,4301,2379,1,104976,1525256406886,Tomorrow is election day. For a Brighter Barnet use all 3 votes to vote Labour ? @anne_clarke  ? @lisa4ChildsHill  ? @nigel_young1  #VoteLabour #VoteLabourMay3rd #LE2018 #LocalElections2018 #BrighterBarnet #WeRiseTogether #ForTheMany #PaintLondonRed https://t.co/toGQl5sn0W,Labour,Barnet,0.518154761904762,0.537461538461539,0.906,-0.9024
40062,0.6597,553,8653,0,7681,1525256064950,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
11209,0.6597,3391,12433,0,11295,1525197064161,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
10607,0.6597,4525,232,0,8778,1525196282156,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
9990,0.6597,3541,138349,0,144592,1525195382431,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
9005,0.6597,112,70,0,39,1525194021016,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
6392,0.6597,18734,3868,0,6835,1525189781234,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
6926,0.6597,1519,112,0,32412,1525190433223,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
6585,0.6597,1995,1015,0,176504,1525189943297,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
7158,0.6597,555,42606,0,29545,1525190796719,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
7240,0.6597,4546,198181,0,167708,1525190923573,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
47085,0.6597,1992,1021,0,176593,1525261639421,#The3MillionVote Barnet @LibDems candidate Donna Pickup (@Lady_DJP) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/rpRbvgFjFq,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
47033,0.6597,18744,3872,0,6908,1525261603105,#The3MillionVote Barnet @LibDems candidate Donna Pickup (@Lady_DJP) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/rpRbvgFjFq,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
47552,0.6597,897,25082,0,5186,1525261994424,#The3MillionVote Barnet @LibDems candidate Donna Pickup (@Lady_DJP) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/rpRbvgFjFq,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
47159,0.6597,2318,10444,0,8416,1525261684152,#The3MillionVote Barnet @LibDems candidate Donna Pickup (@Lady_DJP) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/rpRbvgFjFq,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
48451,0.6597,11086,1301,0,7494,1525262678986,#The3MillionVote Barnet @LibDems candidate Donna Pickup (@Lady_DJP) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/rpRbvgFjFq,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
29537,0.3565,1726,2445,0,144480,1525247496564,The other parties won't even put us on their leaflet's bar graph because they don't want to remind voters of a liberal option at the ballot box #VoteLibDem #DataViz #libdemfightback @NorthTyneLDs @NELibDems https://t.co/eNsPuMy39H,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
27057,0.6597,2100,16417,0,6841,1525213911983,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
28090,0.6597,34,266,0,389,1525215471247,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
28331,0.6597,34,266,0,414,1525215950302,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
29206,0.3565,71184,10338,0,548874,1525247227286,The other parties won't even put us on their leaflet's bar graph because they don't want to remind voters of a liberal option at the ballot box #VoteLibDem #DataViz #libdemfightback @NorthTyneLDs @NELibDems https://t.co/eNsPuMy39H,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
26404,0.6597,116,73,0,42,1525213014933,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
25271,0.6597,313,5958,0,19753,1525211639386,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
24896,0.6597,3409,2963,0,2375,1525211182991,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
23825,0.6597,1302,2728,0,878,1525210116942,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
24737,0.6597,4524,232,0,8826,1525211040216,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
23373,0.6597,553,8623,0,7649,1525209705168,#The3MillionVote Barnet @LibDems candidate Roger Tichborne (@Barneteye) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/iGaQ0ZBQ8n,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
23349,0.6597,1995,1015,0,176548,1525209689632,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
23594,0.6597,3395,9247,0,10181,1525209898843,#The3MillionVote Barnet @LibDems candidate Clareine Enderby (@EnderbyClareine) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/i0pX1YpQtP,Liberal Democrats,Barnet,0.64075,0.537461538461539,0.906,-0.9024
